condition,task_id,rollout_idx,turn_index,role,probe_score,token_index
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,1,assistant,-2.2986156940460205,1159
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,2,user,4.456757545471191,1169
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,2,assistant,-0.5700754523277283,1685
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,3,user,6.849360466003418,1696
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,3,assistant,2.027067184448242,2212
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,4,user,1.2277066707611084,2223
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,4,assistant,-2.2938926219940186,2739
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,5,user,3.7378220558166504,2750
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,5,assistant,-2.1220133304595947,3266
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,6,user,3.2910146713256836,3282
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,6,assistant,-2.561697244644165,3798
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,7,user,2.9138882160186768,3814
impossible_numeric_8turn,imp_dice_quadruple_sum17_prod120,3,7,assistant,3.9178476333618164,4330
wildchat_8turn,wildchat_4256,0,0,user,-0.13422268629074097,39
wildchat_8turn,wildchat_4256,0,0,assistant,-3.135111093521118,555
wildchat_8turn,wildchat_4256,0,1,user,4.242719650268555,571
wildchat_8turn,wildchat_4256,0,1,assistant,6.661163330078125,1001
wildchat_8turn,wildchat_4256,0,2,user,3.9782094955444336,1012
wildchat_8turn,wildchat_4256,0,2,assistant,-2.459343910217285,1528
wildchat_8turn,wildchat_4256,0,3,user,4.696488380432129,1544
wildchat_8turn,wildchat_4256,0,3,assistant,-2.1679728031158447,2060
wildchat_8turn,wildchat_4256,0,4,user,0.18691891431808472,2071
wildchat_8turn,wildchat_4256,0,4,assistant,3.11287260055542,2587
wildchat_8turn,wildchat_4256,0,5,user,-2.7921323776245117,2598
wildchat_8turn,wildchat_4256,0,5,assistant,-0.9156070351600647,3114
wildchat_8turn,wildchat_4256,0,6,user,2.483553171157837,3130
wildchat_8turn,wildchat_4256,0,6,assistant,0.17395952343940735,3646
wildchat_8turn,wildchat_4256,0,7,user,2.244532585144043,3657
wildchat_8turn,wildchat_4256,0,7,assistant,-3.5795416831970215,4111
wildchat_8turn,wildchat_4256,1,0,user,-0.13422268629074097,39
wildchat_8turn,wildchat_4256,1,0,assistant,6.568999290466309,524
wildchat_8turn,wildchat_4256,1,1,user,3.1472256183624268,535
wildchat_8turn,wildchat_4256,1,1,assistant,4.1929731369018555,979
wildchat_8turn,wildchat_4256,1,2,user,3.1604204177856445,990
wildchat_8turn,wildchat_4256,1,2,assistant,4.041092395782471,1453
wildchat_8turn,wildchat_4256,1,3,user,0.767059326171875,1464
wildchat_8turn,wildchat_4256,1,3,assistant,0.8539444804191589,1917
wildchat_8turn,wildchat_4256,1,4,user,4.573421955108643,1933
wildchat_8turn,wildchat_4256,1,4,assistant,1.996917963027954,2428
wildchat_8turn,wildchat_4256,1,5,user,4.075559139251709,2438
wildchat_8turn,wildchat_4256,1,5,assistant,1.3001309633255005,2953
wildchat_8turn,wildchat_4256,1,6,user,-1.381394386291504,2964
wildchat_8turn,wildchat_4256,1,6,assistant,2.298351287841797,3473
wildchat_8turn,wildchat_4256,1,7,user,-3.212797164916992,3484
wildchat_8turn,wildchat_4256,1,7,assistant,2.6506242752075195,3938
wildchat_8turn,wildchat_4256,2,0,user,-0.12035000324249268,39
wildchat_8turn,wildchat_4256,2,0,assistant,4.411438941955566,370
wildchat_8turn,wildchat_4256,2,1,user,3.7157158851623535,381
wildchat_8turn,wildchat_4256,2,1,assistant,6.892568111419678,733
wildchat_8turn,wildchat_4256,2,2,user,4.593855857849121,744
wildchat_8turn,wildchat_4256,2,2,assistant,-0.9050610661506653,1260
wildchat_8turn,wildchat_4256,2,3,user,2.756564140319824,1276
wildchat_8turn,wildchat_4256,2,3,assistant,-1.7503783702850342,1792
wildchat_8turn,wildchat_4256,2,4,user,3.6458022594451904,1802
wildchat_8turn,wildchat_4256,2,4,assistant,0.4459613859653473,2274
wildchat_8turn,wildchat_4256,2,5,user,2.3667778968811035,2285
wildchat_8turn,wildchat_4256,2,5,assistant,1.9018304347991943,2743
wildchat_8turn,wildchat_4256,2,6,user,2.167113780975342,2759
wildchat_8turn,wildchat_4256,2,6,assistant,1.9159090518951416,3225
wildchat_8turn,wildchat_4256,2,7,user,-1.822251796722412,3236
wildchat_8turn,wildchat_4256,2,7,assistant,-0.7060725092887878,3645
wildchat_8turn,wildchat_4256,3,0,user,-0.13422268629074097,39
wildchat_8turn,wildchat_4256,3,0,assistant,2.7818737030029297,540
wildchat_8turn,wildchat_4256,3,1,user,3.5582053661346436,551
wildchat_8turn,wildchat_4256,3,1,assistant,3.8294553756713867,1063
wildchat_8turn,wildchat_4256,3,2,user,3.944356679916382,1073
wildchat_8turn,wildchat_4256,3,2,assistant,0.3764001727104187,1589
wildchat_8turn,wildchat_4256,3,3,user,2.936056613922119,1605
wildchat_8turn,wildchat_4256,3,3,assistant,-2.6027886867523193,2121
wildchat_8turn,wildchat_4256,3,4,user,2.5643064975738525,2132
wildchat_8turn,wildchat_4256,3,4,assistant,0.927675724029541,2648
wildchat_8turn,wildchat_4256,3,5,user,3.7455227375030518,2659
wildchat_8turn,wildchat_4256,3,5,assistant,0.7490220069885254,3175
wildchat_8turn,wildchat_4256,3,6,user,2.7662508487701416,3185
wildchat_8turn,wildchat_4256,3,6,assistant,0.8559306859970093,3701
wildchat_8turn,wildchat_4256,3,7,user,2.3391335010528564,3717
wildchat_8turn,wildchat_4256,3,7,assistant,1.4493250846862793,4233
wildchat_8turn,wildchat_2204,0,0,user,3.003688335418701,27
wildchat_8turn,wildchat_2204,0,0,assistant,0.21517938375473022,543
wildchat_8turn,wildchat_2204,0,1,user,-0.09682834148406982,554
wildchat_8turn,wildchat_2204,0,1,assistant,-3.9364428520202637,1070
wildchat_8turn,wildchat_2204,0,2,user,-2.1388657093048096,1081
wildchat_8turn,wildchat_2204,0,2,assistant,3.4375827312469482,1597
wildchat_8turn,wildchat_2204,0,3,user,-2.4697327613830566,1608
wildchat_8turn,wildchat_2204,0,3,assistant,-0.010628998279571533,2123
wildchat_8turn,wildchat_2204,0,4,user,-0.484984815120697,2139
wildchat_8turn,wildchat_2204,0,4,assistant,-4.679478645324707,2655
wildchat_8turn,wildchat_2204,0,5,user,-0.9271891713142395,2671
wildchat_8turn,wildchat_2204,0,5,assistant,2.6612863540649414,3187
wildchat_8turn,wildchat_2204,0,6,user,0.014595210552215576,3197
wildchat_8turn,wildchat_2204,0,6,assistant,-4.082693099975586,3713
wildchat_8turn,wildchat_2204,0,7,user,1.560687780380249,3723
wildchat_8turn,wildchat_2204,0,7,assistant,2.168879747390747,4103
wildchat_8turn,wildchat_2204,1,0,user,3.003688335418701,27
wildchat_8turn,wildchat_2204,1,0,assistant,2.1616454124450684,543
wildchat_8turn,wildchat_2204,1,1,user,-3.027275323867798,553
wildchat_8turn,wildchat_2204,1,1,assistant,4.764781951904297,1069
wildchat_8turn,wildchat_2204,1,2,user,3.206724166870117,1080
wildchat_8turn,wildchat_2204,1,2,assistant,-0.6393182873725891,1596
wildchat_8turn,wildchat_2204,1,3,user,-3.5635900497436523,1607
wildchat_8turn,wildchat_2204,1,3,assistant,2.113680124282837,2122
wildchat_8turn,wildchat_2204,1,4,user,-0.24854189157485962,2138
wildchat_8turn,wildchat_2204,1,4,assistant,3.7850234508514404,2573
wildchat_8turn,wildchat_2204,1,5,user,-1.9493355751037598,2584
wildchat_8turn,wildchat_2204,1,5,assistant,-1.3454351425170898,3100
wildchat_8turn,wildchat_2204,1,6,user,-2.872163772583008,3111
wildchat_8turn,wildchat_2204,1,6,assistant,2.3762855529785156,3627
wildchat_8turn,wildchat_2204,1,7,user,-3.837953567504883,3637
wildchat_8turn,wildchat_2204,1,7,assistant,0.9415897130966187,4109
wildchat_8turn,wildchat_2204,2,0,user,3.0036885738372803,27
wildchat_8turn,wildchat_2204,2,0,assistant,2.788963556289673,543
wildchat_8turn,wildchat_2204,2,1,user,-2.883043050765991,559
wildchat_8turn,wildchat_2204,2,1,assistant,5.539639472961426,769
wildchat_8turn,wildchat_2204,2,2,user,-7.334463596343994,785
wildchat_8turn,wildchat_2204,2,2,assistant,0.5479838252067566,1299
wildchat_8turn,wildchat_2204,2,3,user,-1.807168960571289,1315
wildchat_8turn,wildchat_2204,2,3,assistant,-0.12441617250442505,1831
wildchat_8turn,wildchat_2204,2,4,user,-0.0010544657707214355,1842
wildchat_8turn,wildchat_2204,2,4,assistant,3.327573776245117,2081
wildchat_8turn,wildchat_2204,2,5,user,-6.428389072418213,2097
wildchat_8turn,wildchat_2204,2,5,assistant,-1.1395738124847412,2246
wildchat_8turn,wildchat_2204,2,6,user,-6.73441743850708,2256
wildchat_8turn,wildchat_2204,2,6,assistant,4.867933750152588,2537
wildchat_8turn,wildchat_2204,2,7,user,-7.204851150512695,2548
wildchat_8turn,wildchat_2204,2,7,assistant,-0.6971818804740906,2700
wildchat_8turn,wildchat_2204,3,0,user,3.003688335418701,27
wildchat_8turn,wildchat_2204,3,0,assistant,-2.4973397254943848,544
wildchat_8turn,wildchat_2204,3,1,user,-0.5985895991325378,554
wildchat_8turn,wildchat_2204,3,1,assistant,-1.4679501056671143,1069
wildchat_8turn,wildchat_2204,3,2,user,0.5410748720169067,1080
wildchat_8turn,wildchat_2204,3,2,assistant,0.10962602496147156,1597
wildchat_8turn,wildchat_2204,3,3,user,0.4004446268081665,1607
wildchat_8turn,wildchat_2204,3,3,assistant,3.999995708465576,2061
wildchat_8turn,wildchat_2204,3,4,user,-4.663221836090088,2072
wildchat_8turn,wildchat_2204,3,4,assistant,-1.1360554695129395,2588
wildchat_8turn,wildchat_2204,3,5,user,-5.864686489105225,2599
wildchat_8turn,wildchat_2204,3,5,assistant,2.088881492614746,3115
wildchat_8turn,wildchat_2204,3,6,user,-5.1699957847595215,3125
wildchat_8turn,wildchat_2204,3,6,assistant,1.4386286735534668,3530
wildchat_8turn,wildchat_2204,3,7,user,-4.328239440917969,3541
wildchat_8turn,wildchat_2204,3,7,assistant,-1.7239949703216553,4057
wildchat_8turn,wildchat_88,0,0,user,-0.33168524503707886,13
wildchat_8turn,wildchat_88,0,0,assistant,-2.7919936180114746,529
wildchat_8turn,wildchat_88,0,1,user,-5.609489917755127,540
wildchat_8turn,wildchat_88,0,1,assistant,3.650252342224121,817
wildchat_8turn,wildchat_88,0,2,user,-2.377267360687256,828
wildchat_8turn,wildchat_88,0,2,assistant,6.239846706390381,1084
wildchat_8turn,wildchat_88,0,3,user,-1.7292070388793945,1095
wildchat_8turn,wildchat_88,0,3,assistant,5.784883499145508,1308
wildchat_8turn,wildchat_88,0,4,user,-1.0411646366119385,1318
wildchat_8turn,wildchat_88,0,4,assistant,4.686516284942627,1529
wildchat_8turn,wildchat_88,0,5,user,-1.581716537475586,1545
wildchat_8turn,wildchat_88,0,5,assistant,5.122766971588135,1717
wildchat_8turn,wildchat_88,0,6,user,-2.3292078971862793,1728
wildchat_8turn,wildchat_88,0,6,assistant,3.112198829650879,1897
wildchat_8turn,wildchat_88,0,7,user,-2.316099166870117,1908
wildchat_8turn,wildchat_88,0,7,assistant,2.9402694702148438,2148
wildchat_8turn,wildchat_88,1,0,user,-0.3123273253440857,13
wildchat_8turn,wildchat_88,1,0,assistant,3.920076608657837,529
wildchat_8turn,wildchat_88,1,1,user,-3.632319450378418,539
wildchat_8turn,wildchat_88,1,1,assistant,-2.52976393699646,1055
wildchat_8turn,wildchat_88,1,2,user,0.10194694995880127,1065
wildchat_8turn,wildchat_88,1,2,assistant,3.0285449028015137,1581
wildchat_8turn,wildchat_88,1,3,user,0.9902458190917969,1591
wildchat_8turn,wildchat_88,1,3,assistant,-1.9805684089660645,2107
wildchat_8turn,wildchat_88,1,4,user,-3.9713964462280273,2118
wildchat_8turn,wildchat_88,1,4,assistant,-2.1524455547332764,2634
wildchat_8turn,wildchat_88,1,5,user,-2.923363208770752,2645
wildchat_8turn,wildchat_88,1,5,assistant,-0.9528620839118958,3161
wildchat_8turn,wildchat_88,1,6,user,-1.65761137008667,3171
wildchat_8turn,wildchat_88,1,6,assistant,1.5952715873718262,3328
wildchat_8turn,wildchat_88,1,7,user,-5.119624614715576,3339
wildchat_8turn,wildchat_88,1,7,assistant,1.9145371913909912,3855
wildchat_8turn,wildchat_88,2,0,user,-0.3302609324455261,13
wildchat_8turn,wildchat_88,2,0,assistant,-1.7487831115722656,529
wildchat_8turn,wildchat_88,2,1,user,-2.542400598526001,540
wildchat_8turn,wildchat_88,2,1,assistant,2.726097583770752,1056
wildchat_8turn,wildchat_88,2,2,user,-1.3403370380401611,1066
wildchat_8turn,wildchat_88,2,2,assistant,1.0100178718566895,1582
wildchat_8turn,wildchat_88,2,3,user,0.3439263701438904,1593
wildchat_8turn,wildchat_88,2,3,assistant,0.86024409532547,2109
wildchat_8turn,wildchat_88,2,4,user,-1.5076394081115723,2120
wildchat_8turn,wildchat_88,2,4,assistant,2.1793406009674072,2636
wildchat_8turn,wildchat_88,2,5,user,-0.2708774209022522,2652
wildchat_8turn,wildchat_88,2,5,assistant,-0.5545560717582703,3168
wildchat_8turn,wildchat_88,2,6,user,-1.3327827453613281,3179
wildchat_8turn,wildchat_88,2,6,assistant,-0.4872891306877136,3695
wildchat_8turn,wildchat_88,2,7,user,-2.739532947540283,3706
wildchat_8turn,wildchat_88,2,7,assistant,-1.4012036323547363,4222
wildchat_8turn,wildchat_88,3,0,user,-0.3302609324455261,13
wildchat_8turn,wildchat_88,3,0,assistant,1.088817834854126,529
wildchat_8turn,wildchat_88,3,1,user,-1.2273790836334229,539
wildchat_8turn,wildchat_88,3,1,assistant,1.9181725978851318,1055
wildchat_8turn,wildchat_88,3,2,user,2.137403726577759,1066
wildchat_8turn,wildchat_88,3,2,assistant,0.6841835379600525,1582
wildchat_8turn,wildchat_88,3,3,user,-3.4166007041931152,1593
wildchat_8turn,wildchat_88,3,3,assistant,0.4886750876903534,2108
wildchat_8turn,wildchat_88,3,4,user,-4.070019721984863,2118
wildchat_8turn,wildchat_88,3,4,assistant,3.4850192070007324,2634
wildchat_8turn,wildchat_88,3,5,user,1.0057270526885986,2644
wildchat_8turn,wildchat_88,3,5,assistant,4.983811378479004,3160
wildchat_8turn,wildchat_88,3,6,user,-3.596386432647705,3171
wildchat_8turn,wildchat_88,3,6,assistant,2.664607286453247,3687
wildchat_8turn,wildchat_88,3,7,user,-0.4737587571144104,3703
wildchat_8turn,wildchat_88,3,7,assistant,-0.7913573384284973,4219
wildchat_8turn,wildchat_91,0,0,user,-1.4519476890563965,98
wildchat_8turn,wildchat_91,0,0,assistant,2.3569252490997314,125
wildchat_8turn,wildchat_91,0,1,user,2.552229166030884,136
wildchat_8turn,wildchat_91,0,1,assistant,0.30584150552749634,166
wildchat_8turn,wildchat_91,0,2,user,1.019273042678833,182
wildchat_8turn,wildchat_91,0,2,assistant,1.0937998294830322,209
wildchat_8turn,wildchat_91,0,3,user,0.6753094792366028,219
wildchat_8turn,wildchat_91,0,3,assistant,0.5858501195907593,238
wildchat_8turn,wildchat_91,0,4,user,-1.1939589977264404,249
wildchat_8turn,wildchat_91,0,4,assistant,1.0041983127593994,269
wildchat_8turn,wildchat_91,0,5,user,-1.2249784469604492,280
wildchat_8turn,wildchat_91,0,5,assistant,1.4407052993774414,304
wildchat_8turn,wildchat_91,0,6,user,-1.7498388290405273,315
wildchat_8turn,wildchat_91,0,6,assistant,1.7579209804534912,332
wildchat_8turn,wildchat_91,0,7,user,-1.0108706951141357,342
wildchat_8turn,wildchat_91,0,7,assistant,1.5878312587738037,359
wildchat_8turn,wildchat_91,1,0,user,-1.510957956314087,98
wildchat_8turn,wildchat_91,1,0,assistant,1.8899061679840088,122
wildchat_8turn,wildchat_91,1,1,user,2.4384191036224365,133
wildchat_8turn,wildchat_91,1,1,assistant,1.9045567512512207,160
wildchat_8turn,wildchat_91,1,2,user,1.0360604524612427,176
wildchat_8turn,wildchat_91,1,2,assistant,1.3499372005462646,203
wildchat_8turn,wildchat_91,1,3,user,-1.7799735069274902,214
wildchat_8turn,wildchat_91,1,3,assistant,0.8649948835372925,242
wildchat_8turn,wildchat_91,1,4,user,-0.947892963886261,253
wildchat_8turn,wildchat_91,1,4,assistant,1.3735650777816772,277
wildchat_8turn,wildchat_91,1,5,user,0.7041078209877014,293
wildchat_8turn,wildchat_91,1,5,assistant,1.5956610441207886,317
wildchat_8turn,wildchat_91,1,6,user,-1.9810848236083984,327
wildchat_8turn,wildchat_91,1,6,assistant,1.2951316833496094,345
wildchat_8turn,wildchat_91,1,7,user,-2.466277837753296,356
wildchat_8turn,wildchat_91,1,7,assistant,2.3167433738708496,377
wildchat_8turn,wildchat_91,2,0,user,-1.4940650463104248,98
wildchat_8turn,wildchat_91,2,0,assistant,2.9578795433044434,132
wildchat_8turn,wildchat_91,2,1,user,1.0304038524627686,142
wildchat_8turn,wildchat_91,2,1,assistant,0.39187973737716675,175
wildchat_8turn,wildchat_91,2,2,user,2.2557873725891113,185
wildchat_8turn,wildchat_91,2,2,assistant,1.5981202125549316,214
wildchat_8turn,wildchat_91,2,3,user,1.9923954010009766,225
wildchat_8turn,wildchat_91,2,3,assistant,2.065607786178589,249
wildchat_8turn,wildchat_91,2,4,user,0.5529018044471741,259
wildchat_8turn,wildchat_91,2,4,assistant,1.5872876644134521,278
wildchat_8turn,wildchat_91,2,5,user,-1.3866596221923828,289
wildchat_8turn,wildchat_91,2,5,assistant,1.480899453163147,310
wildchat_8turn,wildchat_91,2,6,user,0.5999946594238281,326
wildchat_8turn,wildchat_91,2,6,assistant,1.5354337692260742,348
wildchat_8turn,wildchat_91,2,7,user,1.507781744003296,364
wildchat_8turn,wildchat_91,2,7,assistant,2.8941092491149902,383
wildchat_8turn,wildchat_91,3,0,user,-1.4940650463104248,98
wildchat_8turn,wildchat_91,3,0,assistant,2.859999656677246,131
wildchat_8turn,wildchat_91,3,1,user,1.2905144691467285,147
wildchat_8turn,wildchat_91,3,1,assistant,2.6627516746520996,178
wildchat_8turn,wildchat_91,3,2,user,2.062079906463623,194
wildchat_8turn,wildchat_91,3,2,assistant,2.0990912914276123,220
wildchat_8turn,wildchat_91,3,3,user,-0.48120373487472534,236
wildchat_8turn,wildchat_91,3,3,assistant,2.4332451820373535,266
wildchat_8turn,wildchat_91,3,4,user,1.8276104927062988,277
wildchat_8turn,wildchat_91,3,4,assistant,2.423943519592285,307
wildchat_8turn,wildchat_91,3,5,user,-0.5985981822013855,317
wildchat_8turn,wildchat_91,3,5,assistant,3.1460773944854736,338
wildchat_8turn,wildchat_91,3,6,user,-2.1276373863220215,349
wildchat_8turn,wildchat_91,3,6,assistant,1.7777178287506104,374
wildchat_8turn,wildchat_91,3,7,user,-0.3288652300834656,384
wildchat_8turn,wildchat_91,3,7,assistant,1.6761200428009033,405
wildchat_8turn,wildchat_454,0,0,user,3.744391441345215,22
wildchat_8turn,wildchat_454,0,0,assistant,2.9506828784942627,539
wildchat_8turn,wildchat_454,0,1,user,-0.4436267018318176,550
wildchat_8turn,wildchat_454,0,1,assistant,1.9661204814910889,1067
wildchat_8turn,wildchat_454,0,2,user,1.3822894096374512,1083
wildchat_8turn,wildchat_454,0,2,assistant,0.9150670766830444,1599
wildchat_8turn,wildchat_454,0,3,user,4.232508659362793,1610
wildchat_8turn,wildchat_454,0,3,assistant,2.395596504211426,2126
wildchat_8turn,wildchat_454,0,4,user,4.3157525062561035,2136
wildchat_8turn,wildchat_454,0,4,assistant,0.9408429265022278,2652
wildchat_8turn,wildchat_454,0,5,user,-1.8214268684387207,2663
wildchat_8turn,wildchat_454,0,5,assistant,0.775476336479187,3179
wildchat_8turn,wildchat_454,0,6,user,1.8914432525634766,3190
wildchat_8turn,wildchat_454,0,6,assistant,2.0686864852905273,3652
wildchat_8turn,wildchat_454,0,7,user,3.182279109954834,3668
wildchat_8turn,wildchat_454,0,7,assistant,-2.44817852973938,4184
wildchat_8turn,wildchat_454,1,0,user,3.744391441345215,22
wildchat_8turn,wildchat_454,1,0,assistant,3.615276336669922,539
wildchat_8turn,wildchat_454,1,1,user,-0.6081859469413757,549
wildchat_8turn,wildchat_454,1,1,assistant,3.592343807220459,1065
wildchat_8turn,wildchat_454,1,2,user,3.9963152408599854,1076
wildchat_8turn,wildchat_454,1,2,assistant,-1.0704166889190674,1592
wildchat_8turn,wildchat_454,1,3,user,-1.00272798538208,1603
wildchat_8turn,wildchat_454,1,3,assistant,1.4131863117218018,2119
wildchat_8turn,wildchat_454,1,4,user,-2.860764503479004,2130
wildchat_8turn,wildchat_454,1,4,assistant,1.2004326581954956,2646
wildchat_8turn,wildchat_454,1,5,user,-2.5968239307403564,2657
wildchat_8turn,wildchat_454,1,5,assistant,0.2558109164237976,3173
wildchat_8turn,wildchat_454,1,6,user,2.609682083129883,3189
wildchat_8turn,wildchat_454,1,6,assistant,0.3781328797340393,3705
wildchat_8turn,wildchat_454,1,7,user,-2.3560149669647217,3716
wildchat_8turn,wildchat_454,1,7,assistant,-0.23298180103302002,4232
wildchat_8turn,wildchat_454,2,0,user,3.744391441345215,22
wildchat_8turn,wildchat_454,2,0,assistant,4.861448287963867,536
wildchat_8turn,wildchat_454,2,1,user,1.9954500198364258,546
wildchat_8turn,wildchat_454,2,1,assistant,1.9996299743652344,1062
wildchat_8turn,wildchat_454,2,2,user,3.6791019439697266,1078
wildchat_8turn,wildchat_454,2,2,assistant,0.8346375226974487,1593
wildchat_8turn,wildchat_454,2,3,user,0.5590376853942871,1603
wildchat_8turn,wildchat_454,2,3,assistant,1.3011263608932495,2119
wildchat_8turn,wildchat_454,2,4,user,3.848158359527588,2130
wildchat_8turn,wildchat_454,2,4,assistant,5.3715691566467285,2645
wildchat_8turn,wildchat_454,2,5,user,1.1491897106170654,2661
wildchat_8turn,wildchat_454,2,5,assistant,1.2894657850265503,3177
wildchat_8turn,wildchat_454,2,6,user,0.3422994017601013,3193
wildchat_8turn,wildchat_454,2,6,assistant,-1.1342015266418457,3709
wildchat_8turn,wildchat_454,2,7,user,0.8751621246337891,3725
wildchat_8turn,wildchat_454,2,7,assistant,0.8982411026954651,4239
wildchat_8turn,wildchat_454,3,0,user,3.744391441345215,22
wildchat_8turn,wildchat_454,3,0,assistant,1.0181829929351807,538
wildchat_8turn,wildchat_454,3,1,user,-1.884056806564331,554
wildchat_8turn,wildchat_454,3,1,assistant,-0.2998005747795105,1071
wildchat_8turn,wildchat_454,3,2,user,2.2871854305267334,1087
wildchat_8turn,wildchat_454,3,2,assistant,-0.9137852787971497,1603
wildchat_8turn,wildchat_454,3,3,user,4.4125518798828125,1614
wildchat_8turn,wildchat_454,3,3,assistant,0.4195576310157776,2130
wildchat_8turn,wildchat_454,3,4,user,1.1542580127716064,2146
wildchat_8turn,wildchat_454,3,4,assistant,0.341030478477478,2662
wildchat_8turn,wildchat_454,3,5,user,1.2896190881729126,2672
wildchat_8turn,wildchat_454,3,5,assistant,-3.418515682220459,3188
wildchat_8turn,wildchat_454,3,6,user,2.2189018726348877,3204
wildchat_8turn,wildchat_454,3,6,assistant,-1.2495543956756592,3720
wildchat_8turn,wildchat_454,3,7,user,0.9191552400588989,3736
wildchat_8turn,wildchat_454,3,7,assistant,-1.6014375686645508,4252
tones_aggressive_8turn,imp_countdown_156,0,0,user,1.9033291339874268,100
tones_aggressive_8turn,imp_countdown_156,0,0,assistant,-2.723418951034546,616
tones_aggressive_8turn,imp_countdown_156,0,1,user,-2.082021474838257,626
tones_aggressive_8turn,imp_countdown_156,0,1,assistant,-0.9276208281517029,1142
tones_aggressive_8turn,imp_countdown_156,0,2,user,-0.22752821445465088,1158
tones_aggressive_8turn,imp_countdown_156,0,2,assistant,-1.507866382598877,1674
tones_aggressive_8turn,imp_countdown_156,0,3,user,-4.164422512054443,1690
tones_aggressive_8turn,imp_countdown_156,0,3,assistant,1.7772698402404785,2206
tones_aggressive_8turn,imp_countdown_156,0,4,user,-3.2475674152374268,2216
tones_aggressive_8turn,imp_countdown_156,0,4,assistant,-0.9435656666755676,2732
tones_aggressive_8turn,imp_countdown_156,0,5,user,-4.3466410636901855,2748
tones_aggressive_8turn,imp_countdown_156,0,5,assistant,2.5666451454162598,3264
tones_aggressive_8turn,imp_countdown_156,0,6,user,-5.183390140533447,3280
tones_aggressive_8turn,imp_countdown_156,0,6,assistant,2.025803327560425,3787
tones_aggressive_8turn,imp_countdown_156,0,7,user,-6.056698799133301,3803
tones_aggressive_8turn,imp_countdown_156,0,7,assistant,-3.6607818603515625,4318
tones_aggressive_8turn,imp_countdown_156,1,0,user,1.9151222705841064,100
tones_aggressive_8turn,imp_countdown_156,1,0,assistant,-1.9597625732421875,616
tones_aggressive_8turn,imp_countdown_156,1,1,user,0.4462336301803589,632
tones_aggressive_8turn,imp_countdown_156,1,1,assistant,-0.5617958903312683,1148
tones_aggressive_8turn,imp_countdown_156,1,2,user,-4.499876976013184,1164
tones_aggressive_8turn,imp_countdown_156,1,2,assistant,0.24839293956756592,1680
tones_aggressive_8turn,imp_countdown_156,1,3,user,-2.4531328678131104,1690
tones_aggressive_8turn,imp_countdown_156,1,3,assistant,-1.4851551055908203,2206
tones_aggressive_8turn,imp_countdown_156,1,4,user,-3.2483861446380615,2216
tones_aggressive_8turn,imp_countdown_156,1,4,assistant,-0.38193243741989136,2732
tones_aggressive_8turn,imp_countdown_156,1,5,user,-3.1655497550964355,2742
tones_aggressive_8turn,imp_countdown_156,1,5,assistant,-1.7837388515472412,3258
tones_aggressive_8turn,imp_countdown_156,1,6,user,-3.5406556129455566,3268
tones_aggressive_8turn,imp_countdown_156,1,6,assistant,-0.5333626866340637,3434
tones_aggressive_8turn,imp_countdown_156,1,7,user,-4.060076713562012,3444
tones_aggressive_8turn,imp_countdown_156,1,7,assistant,-1.461625099182129,3598
tones_aggressive_8turn,imp_countdown_156,2,0,user,1.9033291339874268,100
tones_aggressive_8turn,imp_countdown_156,2,0,assistant,1.0239379405975342,616
tones_aggressive_8turn,imp_countdown_156,2,1,user,1.071129322052002,632
tones_aggressive_8turn,imp_countdown_156,2,1,assistant,-1.320638656616211,1148
tones_aggressive_8turn,imp_countdown_156,2,2,user,-4.642452239990234,1164
tones_aggressive_8turn,imp_countdown_156,2,2,assistant,-0.06368112564086914,1680
tones_aggressive_8turn,imp_countdown_156,2,3,user,-3.56736421585083,1696
tones_aggressive_8turn,imp_countdown_156,2,3,assistant,-1.1247632503509521,2211
tones_aggressive_8turn,imp_countdown_156,2,4,user,-2.5371737480163574,2221
tones_aggressive_8turn,imp_countdown_156,2,4,assistant,-3.9366774559020996,2736
tones_aggressive_8turn,imp_countdown_156,2,5,user,-3.614345073699951,2752
tones_aggressive_8turn,imp_countdown_156,2,5,assistant,-1.8844563961029053,3268
tones_aggressive_8turn,imp_countdown_156,2,6,user,-3.25113582611084,3278
tones_aggressive_8turn,imp_countdown_156,2,6,assistant,0.4027501344680786,3402
tones_aggressive_8turn,imp_countdown_156,2,7,user,-5.595405578613281,3418
tones_aggressive_8turn,imp_countdown_156,2,7,assistant,-0.26510870456695557,3934
tones_aggressive_8turn,imp_countdown_156,3,0,user,1.9151222705841064,100
tones_aggressive_8turn,imp_countdown_156,3,0,assistant,1.820192813873291,615
tones_aggressive_8turn,imp_countdown_156,3,1,user,0.6681625843048096,631
tones_aggressive_8turn,imp_countdown_156,3,1,assistant,-0.12634217739105225,1147
